,File,Date,Description,Original value,Currency,Budget 0,Manual bgt
643,Lag USA20 - Losses,2020-06-01,Supermarket,-9.23,USD,Supermarket,
644,Lag USA20 - Losses,2020-06-01,Other MN free,-23.34,USD,Other MN free,
645,Lag USA20 - Losses,2020-06-01,Other EK free,-21.22,USD,Other EK free,
646,Lag USA20 - Losses,2020-06-01,Other mid,-21.97,USD,Other mid,
647,Lag USA20 - Losses,2020-06-01,Other MN free,-20.06,USD,Other MN free,
648,Lag USA20 - Losses,2020-06-01,Gifts,-40.73,USD,Other gifts,
649,Lag USA20 - Losses,2020-06-01,Other MN free,-31.86,USD,Other MN free,
650,Lag USA20 - Losses,2020-06-01,Other MN free,-15.98,USD,Other MN free,
651,Lag USA20 - Losses,2020-06-01,Other MN free,-39.31,USD,Other MN free,
652,Lag USA20 - Losses,2020-06-01,Other MN free,-13.8,USD,Other MN free,
653,Lag USA20 - Profit,2019-05-01,Dan gift,1000.0,USD,Daniel transfer,
654,Lag USA20 - Profit,2019-05-01,Diageo salary,3388.05,BRL,Diageo salary,
655,Lag USA20 - Profit,2019-05-01,Diageo salary,9803.45,BRL,Diageo salary,
656,Lag USA20 - Profit,2019-05-01,Puzzle salary,7595.859999999999,BRL,Puzzle salary,
657,Lag USA20 - Profit,2019-05-01,Grammy gift,100.0,USD,Grammy transfer,
658,Lag USA20 - Profit,2019-06-01,Other EK jobs,185.0,USD,EK private classes,
659,Lag USA20 - Profit,2019-06-01,Beam salary,3742.48,USD,Beam salary,
660,Lag USA20 - Profit,2019-06-01,401k ,140.22293048758647,USD,Other pre-tax deductions,
661,Lag USA20 - Profit,2019-06-01,Health care,106.94145380379831,USD,Health care fee,
662,Lag USA20 - Profit,2019-06-01,Dental and Vision,13.80516949103578,USD,Dental fee,
663,Lag USA20 - Profit,2019-07-01,Beam salary,4997.8,USD,Beam salary,
664,Lag USA20 - Profit,2019-07-01,Other EK jobs,884.14,USD,EK private classes,
665,Lag USA20 - Profit,2019-07-01,Other EK jobs,750.0,USD,EK private classes,
666,Lag USA20 - Profit,2019-07-01,Other EK jobs,740.0,BRL,EK private classes,
667,Lag USA20 - Profit,2019-07-01,401k ,280.45,USD,Other pre-tax deductions,
668,Lag USA20 - Profit,2019-07-01,Health care,106.94145380379831,USD,Health care fee,
669,Lag USA20 - Profit,2019-07-01,Dental and Vision,13.80516949103578,USD,Dental fee,
670,Lag USA20 - Profit,2019-07-01,MN commute,85.06,USD,Metro fee,
671,Lag USA20 - Profit,2019-08-01,Beam salary,7536.29,USD,Beam salary,
672,Lag USA20 - Profit,2019-08-01,Other EK jobs,740.0,USD,EK private classes,
673,Lag USA20 - Profit,2019-08-01,401k ,419.2112661994372,USD,Other pre-tax deductions,
674,Lag USA20 - Profit,2019-08-01,Health care,159.85638761938327,USD,Health care fee,
675,Lag USA20 - Profit,2019-08-01,Dental and Vision,20.63600640177493,USD,Dental fee,
676,Lag USA20 - Profit,2019-08-01,MN commute,84.77232676785476,USD,Metro fee,
677,Lag USA20 - Profit,2019-08-01,Other EK jobs,240.0,BRL,EK private classes,
678,Lag USA20 - Profit,2019-09-01,Other EK jobs,240.0,BRL,EK private classes,
679,Lag USA20 - Profit,2019-09-01,Beam salary,4971.96,USD,Beam salary,
680,Lag USA20 - Profit,2019-09-01,Other EK jobs,1030.0,USD,EK private classes,
681,Lag USA20 - Profit,2019-09-01,Other EK jobs,650.0,BRL,EK private classes,
682,Lag USA20 - Profit,2019-10-01,Beam salary,4997.8099999999995,USD,Beam salary,
683,Lag USA20 - Profit,2019-10-01,Other EK jobs,1230.0,USD,EK private classes,
684,Lag USA20 - Profit,2019-10-01,Income tax,1290.78,BRL,Income tax,
685,Lag USA20 - Profit,2019-10-01,Other EK jobs,240.0,BRL,EK private classes,
686,Lag USA20 - Profit,2019-10-01,401k ,278.61282920318706,USD,Other pre-tax deductions,
687,Lag USA20 - Profit,2019-10-01,Health care,106.24247011445772,USD,Health care fee,
688,Lag USA20 - Profit,2019-10-01,Dental and Vision,13.714937051139087,USD,Dental fee,
689,Lag USA20 - Profit,2019-10-01,MN commute,84.5110557728641,USD,Metro fee,
690,Lag USA20 - Profit,2019-11-01,Other EK jobs,1395.0,USD,EK private classes,
691,Lag USA20 - Profit,2019-11-01,Beam salary,4997.79,USD,Beam salary,
692,Lag USA20 - Profit,2019-11-01,401k ,279.9043515891771,USD,Other pre-tax deductions,
693,Lag USA20 - Profit,2019-11-01,Health care,106.7349618955725,USD,Health care fee,
694,Lag USA20 - Profit,2019-11-01,Dental and Vision,13.778513262882994,USD,Dental fee,
695,Lag USA20 - Profit,2019-11-01,MN commute,84.90281059875085,USD,Metro fee,
696,Lag USA20 - Profit,2019-12-01,Beam salary,2357.05,USD,Beam salary,
697,Lag USA20 - Profit,2019-12-01,Other EK jobs,760.0,USD,EK private classes,
698,Lag USA20 - Profit,2019-12-01,Beam salary,2538.49,USD,Beam salary,
699,Lag USA20 - Profit,2019-12-01,Dan gift,1600.0,USD,Daniel transfer,
700,Lag USA20 - Profit,2019-12-01,Other EK jobs,240.0,BRL,EK private classes,
701,Lag USA20 - Profit,2019-12-01,Other EK jobs,500.0,BRL,EK private classes,
702,Lag USA20 - Profit,2019-12-01,401k ,274.7912629638832,USD,Other pre-tax deductions,
703,Lag USA20 - Profit,2019-12-01,Health care,104.7852054287976,USD,Health care fee,
704,Lag USA20 - Profit,2019-12-01,Dental and Vision,13.526817428081143,USD,Dental fee,
705,Lag USA20 - Profit,2019-12-01,MN commute,83.35186795472535,USD,Metro fee,
706,Lag USA20 - Profit,2019-12-01,Other EK jobs,150.0,USD,EK private classes,
707,Lag USA20 - Profit,2020-01-01,Beam salary,2539.6,USD,Beam salary,
708,Lag USA20 - Profit,2020-01-01,Beam salary,2191.24,USD,Beam salary,
709,Lag USA20 - Profit,2020-01-01,Beam salary,2286.25,USD,Beam salary,
710,Lag USA20 - Profit,2020-02-01,Beam salary,2365.42,USD,Beam salary,
711,Lag USA20 - Profit,2020-02-01,Beam salary,2286.25,USD,Beam salary,
712,Lag USA20 - Profit,2020-01-01,Other EK jobs,1093.0,USD,EK private classes,
713,Lag USA20 - Profit,2020-02-01,Other EK jobs,845.0,USD,EK private classes,
714,Lag USA20 - Profit,2020-02-01,Dan gift,2000.0,USD,Daniel transfer,
715,Lag USA20 - Profit,2020-02-01,Other EK jobs,180.0,BRL,EK private classes,
716,Lag USA20 - Profit,2020-02-01,Other EK jobs,150.0,BRL,EK private classes,
717,Lag USA20 - Profit,2020-02-01,Other EK jobs,120.0,BRL,EK private classes,
718,Lag USA20 - Profit,2020-02-01,Other EK jobs,260.0,BRL,EK private classes,
719,Lag USA20 - Profit,2020-01-01,401k ,422.4388221427457,USD,Other pre-tax deductions,
720,Lag USA20 - Profit,2020-01-01,Health care,164.3576974988011,USD,Health care fee,
721,Lag USA20 - Profit,2020-01-01,Dental and Vision,21.950156808819195,USD,Dental fee,
722,Lag USA20 - Profit,2020-01-01,MN commute,85.42499870000057,USD,Metro fee,
723,Lag USA20 - Profit,2020-01-01,HSA,563.8049914200038,USD,Intra-transter,
724,Lag USA20 - Profit,2020-02-01,401k ,285.84445454913134,USD,Other pre-tax deductions,
725,Lag USA20 - Profit,2020-02-01,Health care,111.18008250662999,USD,Health care fee,
726,Lag USA20 - Profit,2020-02-01,Dental and Vision,14.302131825719188,USD,Dental fee,
727,Lag USA20 - Profit,2020-02-01,MN commute,86.70460979795119,USD,Metro fee,
728,Lag USA20 - Profit,2020-02-01,HSA,381.50028311098527,USD,Intra-transter,
729,Lag USA20 - Profit,2020-03-01,Beam salary,2199.28,USD,Beam salary,
730,Lag USA20 - Profit,2020-03-01,Beam salary,2365.42,USD,Beam salary,
731,Lag USA20 - Profit,2020-03-01,Beam salary,3409.8,USD,Beam salary,
732,Lag USA20 - Profit,2020-03-01,Other EK jobs,655.0,USD,EK private classes,
733,Lag USA20 - Profit,2020-03-01,Other EK jobs,500.0,BRL,EK private classes,
734,Lag USA20 - Profit,2020-03-01,401k ,465.7726191641965,USD,Other pre-tax deductions,
735,Lag USA20 - Profit,2020-03-01,Health care,100.83713952865753,USD,Health care fee,
736,Lag USA20 - Profit,2020-03-01,Dental and Vision,12.97162252403705,USD,Dental fee,
737,Lag USA20 - Profit,2020-03-01,MN commute,78.6385892046126,USD,Metro fee,
738,Lag USA20 - Profit,2020-03-01,HSA,346.0097925002955,USD,Intra-transter,
739,Lag USA20 - Profit,2020-04-01,Beam salary,2558.93,USD,Beam salary,
740,Lag USA20 - Profit,2020-04-01,Beam salary,2444.33,USD,Beam salary,
741,Lag USA20 - Profit,2020-04-01,401k ,292.52567064167613,USD,Other pre-tax deductions,
742,Lag USA20 - Profit,2020-04-01,Health care,109.82559894929248,USD,Health care fee,
743,Lag USA20 - Profit,2020-04-01,Dental and Vision,14.127891962282725,USD,Dental fee,
744,Lag USA20 - Profit,2020-04-01,MN commute,85.6483057759634,USD,Metro fee,
745,Lag USA20 - Profit,2020-04-01,HSA,188.42627270711947,USD,Intra-transter,
746,Lag USA20 - Profit,2020-05-01,Other EK jobs,285.0,USD,EK private classes,
747,Lag USA20 - Profit,2020-05-01,Income tax,2732.0,USD,Income tax,
748,Lag USA20 - Profit,2020-05-01,Beam salary,2638.98,USD,Beam salary,
749,Lag USA20 - Profit,2020-05-01,Beam salary,2638.98,USD,Beam salary,
750,Lag USA20 - Profit,2020-05-01,Other EK jobs,600.0,BRL,EK private classes,
751,Lag USA20 - Profit,2020-05-01,Other EK jobs,500.0,BRL,EK private classes,
752,Lag USA20 - Profit,2020-05-01,401k ,289.407,USD,Other pre-tax deductions,
753,Lag USA20 - Profit,2020-05-01,Health care,108.23821799999999,USD,Health care fee,
754,Lag USA20 - Profit,2020-05-01,Dental and Vision,13.923692333333333,USD,Dental fee,
755,Lag USA20 - Profit,2020-06-01,Other EK jobs,270.0,USD,EK private classes,
756,Lag USA20 - Profit,2020-06-01,Other EK jobs,400.0,USD,EK private classes,
757,Lag USA20 - Profit,2020-06-01,Other EK jobs,285.0,USD,EK private classes,
758,Lag USA20 - Profit,2020-06-01,Beam salary,2638.98,USD,Beam salary,
759,Lag USA20 - Profit,2020-06-01,Income tax,2400.0,USD,Income tax,
760,Lag USA20 - Profit,2020-06-01,Beam salary,2638.09,USD,Beam salary,
761,Lag USA20 - Profit,2020-06-01,Other EK jobs,500.0,BRL,EK private classes,
762,Lag USA20 - Profit,2020-06-01,Other EK jobs,600.0,BRL,EK private classes,
763,Lag USA20 - Profit,2020-06-01,Other EK jobs,240.0,BRL,EK private classes,
764,Lag USA20 - Profit,2020-06-01,401k ,289.407,USD,Other pre-tax deductions,
765,Lag USA20 - Profit,2020-06-01,Health care,108.23821799999999,USD,Health care fee,
766,Lag USA20 - Profit,2020-06-01,Dental and Vision,13.923692333333333,USD,Dental fee,
767,Chase Checking,2020-10-26,POS DEBIT                INSTACART                 SAN FRANCISC CA,-0.55,USD,Supermarket,
768,Chase Checking,2020-10-26,ATM CREDIT               00000000000               ISA980400000 00,10.61,USD,,
769,Chase Checking,2020-10-26,POS DEBIT                AMAZON.COM                AMZN.COM/BIL WA,-16.67,USD,Amazon to be deleted,
770,Chase Checking,2020-10-26,POS DEBIT                AMZN MKTP US              AMZN.COM/BIL WA,-10.61,USD,Amazon to be deleted,
771,Chase Checking,2020-10-26,QUICKPAY WITH ZELLE PAYMENT FROM JENNIFER A CONNORS 10525907738,400.0,USD,EK nanny,
772,Chase Checking,2020-10-26,POS DEBIT                INSTACART                 SAN FRANCISC CA,-75.0,USD,Supermarket,
773,Chase Checking,2020-10-26,POS DEBIT                PRIME VIDEO               888-802-3080 WA,-4.35,USD,Youtube,
774,Chase Checking,2020-10-26,POS DEBIT                PRIME VIDEO               888-802-3080 WA,-2.17,USD,Youtube,
775,Chase Checking,2020-10-26,POS DEBIT                LAKESIDE MARKET           CHICAGO      IL,-23.72,USD,,
776,Chase Checking,2020-10-24,POS DEBIT                INSTACART                SAN FRANCISC  CA,-110.0,USD,Supermarket,
777,Chase Checking,2020-10-24,POS DEBIT                GRUBHUB*ORANGEGARDENRE   NEW YORK      NY,-30.45,USD,Restaurant,
778,Chase Checking,2020-10-24,POS DEBIT                Lyft   *Ride Thu 8am     SAN FRANCISC  CA,-11.58,USD,,
779,Chase Checking,2020-10-23,LAS FUENTES RESTAURANT CHICAGO IL            10/22,-84.16,USD,Restaurant,
780,Chase Checking,2020-10-23,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.09,USD,Beam salary,
781,Chase Checking,2020-10-22,HLU*Hulu 14203357255 HULU.COM/BILL CA        10/22,-13.07,USD,Hulu,
782,Chase Checking,2020-10-22,Kindle Unltd*2T7TO7M3 866-321-8851 WA        10/22,-9.99,USD,Amazon prime,
783,Chase Checking,2020-10-21,LYFT   *RIDE MON 5PM lyft.com CA             10/20,-11.6,USD,Uber,
784,Chase Checking,2020-10-21,Subway 1112 Chicago IL                       10/20,-17.82,USD,Restaurant,
785,Chase Checking,2020-10-21,AMER PUBLIC UNIVERSIT 877-468-6268 WV        10/20,-1840.0,USD,EK Concordia,
786,Chase Checking,2020-10-21,Amazon.com*2T1Y80ER2 Amzn.com/bill WA        10/20,-8.27,USD,Amazon to be deleted,
787,Chase Checking,2020-10-19,INSTACART SUBSCRIPTI HTTPSINSTACAR CA        10/19,-9.99,USD,Supermarket,
788,Chase Checking,2020-10-19,AMZN Mktp US*2T9U03G Amzn.com/bill WA        10/19,-28.68,USD,Amazon to be deleted,
789,Chase Checking,2020-10-19,Amazon.com*2T8Q30PY1 Amzn.com/bill WA        10/18,-45.63,USD,Amazon to be deleted,
790,Chase Checking,2020-10-19,GRUBHUBSHAKESHACK GRUBHUB.COM NY             10/18,-31.9,USD,Restaurant,
791,Chase Checking,2020-10-19,UBER   TRIP HELP.UBER.COM CA                 10/18,-28.13,USD,Uber,
792,Chase Checking,2020-10-19,REGGIOS PIZZA T3 G ORD CHICAGO IL            10/17,-3.95,USD,Restaurant,
793,Chase Checking,2020-10-19,AMERICAN AIR00102602545 FORT WORTH TX        10/17,-30.0,USD,,
794,Chase Checking,2020-10-19,UBER   TRIP HELP.UBER.COM CA                 10/18,-29.08,USD,Uber,
795,Chase Checking,2020-10-19,Amazon.com*2T83J0F22 Amzn.com/bill WA        10/17,-17.49,USD,Amazon to be deleted,
796,Chase Checking,2020-10-19,AMZN Digital*2T5BS4F5 888-802-3080 WA        10/16,-29.99,USD,Amazon to be deleted,
797,Chase Checking,2020-10-19,INSTACART HTTPSINSTACAR CA                   10/16,-100.32,USD,Supermarket,
798,Chase Checking,2020-10-19,QuickPay with Zelle payment from JENNIFER A CONNORS 10484699197,390.0,USD,EK nanny,
799,Chase Checking,2020-10-16,Amazon Prime*MK35R8Y Amzn.com/bill WA        10/15,-6.49,USD,Amazon prime,
800,Chase Checking,2020-10-16,Spotify USA 877-7781161 NY                   10/15,-10.89,USD,Spotify,
801,Chase Checking,2020-10-15,NYTIMES 800-698-4637 NY                      10/15,-4.0,USD,NY Times,
802,Chase Checking,2020-10-15,Rany Management  WEB PMTS   54MDR1          WEB ID: 9084434801,-34.05,USD,Electricity,
803,Chase Checking,2020-10-14,TARGET T- 4466 N Broad Chicago IL            10/14,-27.32,USD,Supermarket,
804,Chase Checking,2020-10-14,USPS PO 16153201 1343 CHICAGO IL     901730  10/14,-0.55,USD,Other mid,
805,Chase Checking,2020-10-13,GOOGLE*DISNEY MOBILE INTERNET CA             10/10,-7.49,USD,Disney,
806,Chase Checking,2020-10-13,ATT              Payment                    PPD ID: 9864031004,-80.0,USD,Cellphone,
807,Chase Checking,2020-10-13,BYRONS HOT DOGS INC CHICAGO IL       271145  10/13,-25.61,USD,Restaurant,
808,Chase Checking,2020-10-13,WALGREENS STORE 953 W CHICAGO IL     859757  10/11,-15.19,USD,Medicine,
809,Chase Checking,2020-10-13,INSTACART HTTPSINSTACAR CA                   10/11,-100.71,USD,Supermarket,
810,Chase Checking,2020-10-13,GOOGLE *YouTube Vide g.co/helppay# CA        10/11,-4.35,USD,Youtube,
811,Chase Checking,2020-10-13,STANS DONUTS  BROADWAY CHICAGO IL            10/10,-26.49,USD,Coffee,
812,Chase Checking,2020-10-13,DOMINO'S 2759 630-215-4555 IL                10/09,-3.99,USD,Restaurant,
813,Chase Checking,2020-10-13,QuickPay with Zelle payment from JENNIFER A CONNORS 10444373292,390.0,USD,EK nanny,
814,Chase Checking,2020-10-09,STATE FARM  INSURANCE 800-956-6310 IL        10/08,-7.41,USD,Home insurance,
815,Chase Checking,2020-10-09,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-428.04,USD,Credit card,
816,Chase Checking,2020-10-09,TST* MATILDA CHICAGO IL                      10/08,-55.0,USD,Restaurant,
817,Chase Checking,2020-10-09,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.1,USD,Beam salary,
818,Chase Checking,2020-10-07,SIMPLEMOBILE*SERVICES 877-878-7908 FL        10/07,-85.29,USD,Cellphone bill,
819,Chase Checking,2020-10-06,MODCLOTH MODCLOTH.COM PA                     10/05,-82.81,USD,,
820,Chase Checking,2020-10-05,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         10/04NETFLIX.C,-0.17,USD,Netflix,
821,Chase Checking,2020-10-05,WALGREENS STORE 953 W CHICAGO IL     511997  10/05,-15.6,USD,Medicine,
822,Chase Checking,2020-10-05,CKE*PANCAKE CAFE CHICAG CHICAGO IL           10/04,-48.0,USD,Restaurant,
823,Chase Checking,2020-10-05,NETFLIX.COM SAO PAULO                        10/04 BR Real    32.90 X 0.1784195 (EXCHG RTE),-5.87,USD,Netflix,
824,Chase Checking,2020-10-05,Prime Video*MK4C92J22 888-802-3080 WA        10/04,-4.35,USD,Amazon prime,
825,Chase Checking,2020-10-05,LYFT   *RIDE THU 5PM lyft.com CA             10/02,-12.9,USD,Uber,
826,Chase Checking,2020-10-05,MARIANOS VIA INSTACA HTTPSMARIANOS CA        10/02,-159.62,USD,Supermarket,
827,Chase Checking,2020-10-05,INSTACART HTTPSINSTACAR CA                   10/02,-82.81,USD,Supermarket,
828,Chase Checking,2020-10-05,CONCUR           EXPENSE                    PPD ID: 1911608052,150.0,USD,Concur,
829,Chase Checking,2020-10-05,QuickPay with Zelle payment from JENNIFER A CONNORS 10406582082,390.0,USD,EK nanny,
830,Chase Checking,2020-10-05,QuickPay with Zelle payment from JENNIFER A CONNORS 10410522502,390.0,USD,EK nanny,
831,Chase Checking,2020-10-02,GOOGLE*GLOBO INTERNET CA                     09/29,-22.3,USD,Globoplay,
832,Chase Checking,2020-10-02,DOMINO'S 2759 630-215-4555 IL                10/01,-22.82,USD,Restaurant,
833,Chase Checking,2020-10-01,QuickPay with Zelle payment to Mr. Ali 10388681978,-1750.0,USD,Rent,
834,Chase Checking,2020-09-30,FOREVER 21 INC 888-494-3837 CA               09/30,-112.58,USD,,
835,Chase Checking,2020-09-30,AMERICAN AIR00106218778 FORT WORTH TX        09/28,-150.0,USD,,
836,Chase Checking,2020-09-30,AMERICAN AIR00121406418 FORT WORTH TX        09/28,-48.1,USD,,
837,Chase Checking,2020-09-29,MICHAEL S PIZZERIA CHICAGO IL                09/24,-45.0,USD,Restaurant,
838,Chase Checking,2020-09-28,GOOGLE*DISNEY MOBILE INTERNET CA             09/27,-32.16,USD,Youtube,Youtube
839,Chase Checking,2020-09-28,CKE*PANCAKE CAFE CHICAG CHICAGO IL           09/26,-56.6,USD,Restaurant,
840,Chase Checking,2020-09-28,MARIANOS VIA INSTACA HTTPSMARIANOS CA        09/25,-103.31,USD,Supermarket,
841,Chase Checking,2020-09-25,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2617.06,USD,Beam salary,
842,Chase Checking,2020-09-24,WF* WAYFAIR 29963121 HTTPSWWW.WAYF MA        09/24,-212.49,USD,,
843,Chase Checking,2020-09-22,HLU*Hulu 14203357209 HULU.COM/BILL CA        09/22,-13.07,USD,Hulu,
844,Chase Checking,2020-09-22,Kindle Unltd*M47WA06W 866-321-8851 WA        09/22,-9.99,USD,Amazon prime,
845,Chase Checking,2020-09-21,WALGREENS STORE 953 W CHICAGO IL     659812  09/20,-3.57,USD,Medicine,
846,Chase Checking,2020-09-21,INSTACART HTTPSINSTACAR CA                   09/20,-134.28,USD,Supermarket,
847,Chase Checking,2020-09-21,STARBUCKS STORE 49431 CHICAGO IL             09/20,-7.09,USD,Coffee,
848,Chase Checking,2020-09-21,NYTIMES 800-698-4637 NY                      09/20,-4.0,USD,NY Times,
849,Chase Checking,2020-09-21,LAS MANANITAS CHICAGO IL                     09/19,-55.0,USD,Restaurant,
850,Chase Checking,2020-09-21,STANS DONUTS  BROADWAY CHICAGO IL            09/19,-24.29,USD,Coffee,
851,Chase Checking,2020-09-21,GRUBHUBSHAKESHACK GRUBHUB.COM NY             09/20,-41.16,USD,Restaurant,
852,Chase Checking,2020-09-21,OBERWEIS DAIRY CHICAGO IL                    09/17,-16.74,USD,Coffee,
853,Chase Checking,2020-09-21,QuickPay with Zelle payment from JENNIFER A CONNORS 10323682973,390.0,USD,EK nanny,
854,Chase Checking,2020-09-18,INSTACART SUBSCRIPTI HTTPSINSTACAR CA        09/18,-9.99,USD,Supermarket,
855,Chase Checking,2020-09-16,Amazon Prime*M47402A Amzn.com/bill WA        09/15,-6.49,USD,Amazon prime,
856,Chase Checking,2020-09-16,Spotify USA 877-7781161 NY                   09/15,-10.89,USD,Spotify,
857,Chase Checking,2020-09-16,Rany Management  WEB PMTS   FPWQQ1          WEB ID: 9084434801,-40.1,USD,Electricity,
858,Chase Checking,2020-09-16,CONCORDIA UNIVER CONCORDIA                  WEB ID: 1223755714,-4765.56,USD,EK Concordia,
859,Chase Checking,2020-09-15,MICHAEL S PIZZERIA CHICAGO IL                09/11,-25.91,USD,Restaurant,
860,Chase Checking,2020-09-14,INSTACART HTTPSINSTACAR CA                   09/13,-105.63,USD,Supermarket,
861,Chase Checking,2020-09-14,GRUBHUBORANGEGARDENRE GRUBHUB.COM NY         09/13,-38.73,USD,Restaurant,
862,Chase Checking,2020-09-14,QuickPay with Zelle payment from JENNIFER A CONNORS 10287037411,260.0,USD,EK nanny,
863,Chase Checking,2020-09-11,GOOGLE *Disney Mobile 855-836-3987 CA        09/11,-7.49,USD,Disney,
864,Chase Checking,2020-09-11,GLOSSIER WWW.GLOSSIER. NY                    09/10,-46.86,USD,,
865,Chase Checking,2020-09-11,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.1,USD,Beam salary,
866,Chase Checking,2020-09-10,STATE FARM  INSURANCE 800-956-6310 IL        09/09,-7.41,USD,Home insurance,
867,Chase Checking,2020-09-10,LYFT   *RIDE WED 7AM lyft.com CA             09/09,-10.43,USD,Uber,
868,Chase Checking,2020-09-09,ATT              Payment                    PPD ID: 9864031004,-80.0,USD,Cellphone,
869,Chase Checking,2020-09-09,INSTACART HTTPSINSTACAR CA                   09/08,-108.1,USD,Supermarket,
870,Chase Checking,2020-09-09,UBER   TRIP HELP.UBER.COM CA                 09/09,-23.82,USD,Uber,
871,Chase Checking,2020-09-09,CASEYS GEN STORE 2973 LINCOLN NE             09/07,-12.52,USD,Supermarket,
872,Chase Checking,2020-09-08,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         09/04NETFLIX.C,-0.18,USD,Netflix,
873,Chase Checking,2020-09-08,SIMPLEMOBILE*SERVICES 877-878-7908 FL        09/07,-85.29,USD,Cellphone bill,
874,Chase Checking,2020-09-08,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-449.99,USD,Credit card,
875,Chase Checking,2020-09-08,USA*VALLEY SERVANTS INC PERU IL              09/07,-4.0,USD,,
876,Chase Checking,2020-09-08,BP#9651217BROOK BROOKLYN IA                  09/07,-18.43,USD,,
877,Chase Checking,2020-09-08,TACO BELL #30970 DES MOINES IA               09/07,-7.69,USD,Restaurant,
878,Chase Checking,2020-09-08,MCDONALD'S F5631 DES MOINES IA               09/07,-13.45,USD,,
879,Chase Checking,2020-09-08,USA*PEANUT AND JAM VEND MALVERN PA           09/07,-1.5,USD,,
880,Chase Checking,2020-09-08,LAMARS DONUTS LINCOLN NE                     09/06,-13.65,USD,Coffee,
881,Chase Checking,2020-09-08,AMZN Mktp US*MU3WJ1J Amzn.com/bill WA        09/06,-9.6,USD,Amazon to be deleted,
882,Chase Checking,2020-09-08,TST* PEPPERJAX GRILL - LINCOLN NE            09/05,-27.95,USD,Restaurant,
883,Chase Checking,2020-09-08,CASEYS GEN STORE 2521 ADAIR IA               09/04,-18.28,USD,Supermarket,
884,Chase Checking,2020-09-08,CULVERS OF GENESEO GENESEO IL                09/04,-14.05,USD,,
885,Chase Checking,2020-09-08,UBER   TRIP HELP.UBER.COM CA                 09/05,-15.12,USD,Uber,
886,Chase Checking,2020-09-08,NETFLIX.COM SAO PAULO                        09/04 BR Real    32.90 X 0.1905775 (EXCHG RTE),-6.27,USD,Netflix,
887,Chase Checking,2020-09-08,GRUBHUBJAKESPUPINTHER GRUBHUB.COM NY         09/05,-27.62,USD,Restaurant,
888,Chase Checking,2020-09-08,QuickPay with Zelle payment from JENNIFER A CONNORS 10247379958,385.0,USD,EK nanny,
889,Chase Checking,2020-09-04,CASEYS GEN STORE 110 S ADAIR IA      102149  09/04,-3.29,USD,Supermarket,
890,Chase Checking,2020-09-04,BP#9158247BECK' GENESEO IL                   09/04,-19.91,USD,,
891,Chase Checking,2020-09-04,AMZN Mktp US*MU4VB0L Amzn.com/bill WA        09/04,-35.04,USD,Amazon to be deleted,
892,Chase Checking,2020-09-04,ALLIANZ TRAVEL INS ALLIANZINS.US VA          09/04,-44.0,USD,,
893,Chase Checking,2020-09-01,GOOGLE*GLOBO INTERNET CA                     08/29,-22.3,USD,Globoplay,
894,Chase Checking,2020-09-01,7-ELEVEN CHICAGO IL                          09/01,-5.09,USD,Supermarket,
895,Chase Checking,2020-09-01,QuickPay with Zelle payment to Mr. Ali 10216861113,-1750.0,USD,Rent,
896,Chase Checking,2020-09-01,ConverseUS 112-31234562 MA                   09/01,-60.52,USD,,
897,Chase Checking,2020-08-31,WALGREENS STORE 953 W CHICAGO IL     640694  08/31,-37.51,USD,Medicine,
898,Chase Checking,2020-08-31,INSTACART HTTPSINSTACAR CA                   08/30,-85.74,USD,Supermarket,
899,Chase Checking,2020-08-31,STANS DONUTS  BROADWAY CHICAGO IL            08/30,-13.25,USD,Coffee,
900,Chase Checking,2020-08-31,AMZN Digital*MU5PY6E5 888-802-3080 WA        08/30,-30.59,USD,Amazon to be deleted,
901,Chase Checking,2020-08-31,AMZN Digital*MM1WK9KR 888-802-3080 WA        08/30,-17.99,USD,Amazon to be deleted,
902,Chase Checking,2020-08-31,SHAKE SHACK - 1184 CHICAGO IL                08/29,-28.64,USD,Restaurant,
903,Chase Checking,2020-08-31,B&N @ CONCORDIA U 708-209-3173 IL            08/29,-74.09,USD,EK Concordia,
904,Chase Checking,2020-08-31,LYFT   *RIDE THU 5PM lyft.com CA             08/28,-13.99,USD,Uber,
905,Chase Checking,2020-08-31,GRUBHUBLAGONDOLA GRUBHUB.COM NY              08/28,-39.43,USD,Restaurant,
906,Chase Checking,2020-08-28,DUNKIN #350725 CHICAGO IL                    08/27,-2.89,USD,,
907,Chase Checking,2020-08-28,QuickPay with Zelle payment from JENNIFER A CONNORS 10191060901,390.0,USD,EK nanny,
908,Chase Checking,2020-08-28,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.08,USD,Beam salary,
909,Chase Checking,2020-08-27,CONCUR           EXPENSE                    PPD ID: 1911608052,32.97,USD,Concur,
910,Chase Checking,2020-08-27,CONCUR           EXPENSE                    PPD ID: 1911608052,38.82,USD,Concur,
